,file,input_text,target_text
578,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: So it's just theoretical really for the most part that those will work Paula .,"('s, true)"
579,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Dr. Sanjay Gupto thanks for the update .,"(thanks, true)"
580,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: By the way are you catching a cold /?,"(catching, unknown)"
581,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: You know I just got back .,"(got, true); (know, true)"
582,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: and the ninteen hour plane ride .,"(ride, true)"
583,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: I can assure you that Paula .,"(assure, true)"
584,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: That's right .,"('s, true)"
585,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Just what the doctor ordered .,"(ordered, true)"
586,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Works all the time .,"(Works, true)"
587,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: I made a free house call for you doctor .,"(made, true)"
588,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,"LU Factuality: Coming up on News Night Tonight , cooking a turkey is fine .","(is, true); (Coming, true); (cooking, true)"
589,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: (( appearing )) in one isn't .,"(appearing, true); (isn't, true)"
590,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: welcome back to ""people in the news. ""","(welcome, unknown)"
591,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: the intifada, the spontaneous 1987 palestinian uprising against the","(uprising, true)"
592,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: israeli occupation, heralded the rise of the muslim fundamentalism.","(occupation, true); (rise, true); (heralded, true)"
593,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: in what had been a mostly secular palestinian movement.,"(been, true)"
594,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: the most popular of these groups hamas, an acronym for islamic resistance movement.","(movement, true)"
595,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: in english it means zeal, its aim -- the destruction of israel.","(aim, true); (means, true); (destruction, true)"
596,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: hamas is an islamic movement.,"(is, true)"
597,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: at the very beginning, it was encouraged by israel because they thought it was a counter weight to palestinian nationalism which is, of course, a secular movement.","(thought, true); (encouraged, true); (was, true); (movement, true)"
598,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: hamas was founded in 1988 by a blind paraplegic cleric who was influenced by the islamic muslim brotherhood, with backing from israel, he set up sharities in the improverished strip in the 1970s.","(backing, true); (set, true); (founded, true); (influenced, true)"
599,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: slowly it became more and more politicized, and more and more extreme in its demands for an islamic state.","(extreme, true); (demands, true); (became, true); (politicized, true)"
600,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: the extremism took the form of suicide bombings and terrorist attacks.,"(bombings, true); (attacks, true); (extremism, true); (took, true)"
601,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: but hamas had already become an important part of palestinian society through its charity work and its influence increased over time by providing community services when the palestinian authority did not.,"(influence, true); (increased, true); (become, true); (work, true); (did, true); (services, true); (providing, true)"
602,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: hamas plays on the palestinian authority's failure to produce.,"(plays, true); (produce, true); (failure, true)"
603,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: its basic message, the palestinian authority is corrupt, it fails to deliver, hamas is not corrupt.","(message, true); (is, false); (fails, false); (deliver, false); (is, false)"
604,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: hamas cares about the person on the street and it does deliver.,"(cares, false); (deliver, false)"
605,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: unfortunately, those same charitable organizations, those same charity committees that funnel the funds to needier palestinians, also serve to support terrorist attacks.","(attacks, true); (serve, true); (funnel, true); (support, unknown)"
606,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: israel and the united states say arafat has not been tough enough on terrorism, and have attempted to force him out of the current peace process.","(process, true); (attempted, true); (say, true); (force, false); (been, false)"
607,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: the prime minister known as abu mazen must now contend with the rejection of side by side palestinian and israeli states.,"(known, true); (must, true); (rejection, true); (contend, unknown)"
608,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: a cornerstone of the new peace plan.,"(cornerston, true); (plan, true)"
609,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: he's trying to get hamas to co- exist with israel.,"(trying, true); (get, unknown); (exist, false)"
610,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: conservative israelis are skeptical.,"(are, true)"
611,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: he is not working against hamas, he is working in tandem.","(working, true); (working, true)"
612,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: he is negotiating with them.,"(negotiating, true)"
613,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: he is not telling them to disband and regulate their weapons, so i have no faith in the ability of abu mazen to put terror aside.","(have, true); (telling, true); (disband, true); (regulate, true); (ability, false); (put, false)"
614,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: reporter: settlers call the just concluded israeli-american-palestinian summit a surrender, and were not impressed.","(call, true); (summit, true); (were, true); (surrender, false)"
615,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: translator: the armed intifada must end and we must use and resort to peaceful means in our quest to end the occupation and the suffering of the palestinians, and the israelis, and to establish the palestinian state.","(end, true); (quest, true); (suffering, true); (occupation, true); (must, true); (means, true); (must, true); (end, unknown); (establish, unknown); (resort, unknown); (use, unknown)"
616,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: hamas and other palestinian militant group rejected abbas' call to end their attacks with a deadly raid on an israeli army outpost in gaza.,"(call, true); (rejected, true); (raid, true); (attacks, true); (end, unknown)"
617,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: we are all saying that the resistance will continue despite the summit in aqaba.,"(resistance, true); (saying, true); (summit, true); (continue, true)"
618,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: israel retaliated on hamas, namely al-rantissi, it missed him and killed civilians.","(retaliated, true); (missed, true); (killed, true)"
619,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: translator: hamas will not drop our weapons, even if all leaders are assassinated.","(drop, true); (assassinated, false)"
620,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: reporter: since the second intifada began in 2000, over 700 israelis have been killed, during the same time there have been more than 2,000 palestinian deaths according to the red crescent.","(according, true); (killed, true); (been, true)"
621,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,LU Factuality: including hamas leaders targeted for assassination.,"(assassination, true); (targeted, true)"
622,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: if you want an end to terrorism, if you want an end to violence, you have to give people hope and you have to give them a stake in the political process.","(want, true); (stake, true); (process, true); (hope, true); (have, true); (want, true); (have, true); (give, unknown); (give, unknown)"
623,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: i think that hamas is ready to join the political process, however, if the only price for the political price is you must fight hamas, if that's what they are requiring abu mazen to do, they are almost mandating that he will fail.","(think, true); (is, true); (mandating, true); (requiring, true); (must, true); (process, true); (do, unknown); (join, false); (fail, true)"
624,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: the main test of mahmoud abbas, will be to establish an overall command of all armed groups, if not, it doesn't have a chance.","(have, true); (test, true); (command, true); (be, true)"
625,CMU/CNN_ENG_20030614_173123.4-NEW-1.xml,"LU Factuality: you know, leaders have to do things","(know, true); (have, true); (do, unknown)"
626,CMU/ENRON-pearson-email-25jul02.xml,LU Factuality: Subject: RE: Unclassified rules,"(rules, true)"
627,CMU/ENRON-pearson-email-25jul02.xml,LU Factuality: WHAT'S BEEN GOING ON AMIGO.  ,"(GOING, unknown)"
628,CMU/ENRON-pearson-email-25jul02.xml,LU Factuality: I HAVE NOT TALKED TO YOU IN A WHILE.  ,"(TALKED, true)"
629,CMU/ENRON-pearson-email-25jul02.xml,LU Factuality: GIVE YOU THE SCOPE OF WHATS BEEN GOING ON WITH ME.  ,"(GIVE, true); (SCOPE, true); (GOING, true)"
630,CMU/ENRON-pearson-email-25jul02.xml,LU Factuality: I LEFT OILSTATES BACK IN MARCH WITH ANOTHER COMPANY.  ,"(LEFT, true)"
631,CMU/ENRON-pearson-email-25jul02.xml,LU Factuality: DID A LOT OF TRAVELING AND THEY (OILSTATES) MADE ME A SWEET OFFER TO COME BACK.,"(DID, true); (TRAVELING, true); (MADE, true); (OFFER, true); (COME, true)"
632,CMU/ENRON-pearson-email-25jul02.xml,LU Factuality: SO I AM BACK.,"(AM, true)"
633,CMU/ENRON-pearson-email-25jul02.xml,LU Factuality: WHO'S GETTING MARRIED?  ,"(GETTING, unknown)"
634,CMU/ENRON-pearson-email-25jul02.xml,LU Factuality: SOUNDS LIKE THIS IS GOING TO BE A GREAT BACHELOR PARTY.  ,"(SOUNDS, true); (BE, true)"
635,CMU/ENRON-pearson-email-25jul02.xml,LU Factuality: GIVE ME A CALL SOMETIME CELL: 713 991 - 5621.,"(GIVE, true); (CALL, false)"
692,CMU/enron-thread-159550.xml,"LU Factuality: I have completed the invoices for April, May and June and we owe Pasadena each month for a total of $3,615,910.62.","(completed, true); (owe, true)"
693,CMU/enron-thread-159550.xml,LU Factuality: I am waiting to hear back from Patti on May and June to make sure they are okay with her.,"(make, unknown); (waiting, true); (hear, true); (are, true)"
694,CMU/enron-thread-159550.xml,LU Factuality: Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August?  ,"(pay, unknown); (want, unknown); (finish, unknown); (hold, unknown); (want, unknown)"
695,CMU/enron-thread-159550.xml,"LU Factuality: Again, I do not have all of the information for July and August, so I cannot give you any numbers.","(have, true); (give, true)"
696,CMU/enron-thread-159550.xml,"LU Factuality: If I go by what is currently in the system as a guide, Pasadena would owe Enron a little over $1 mil.","(would, true); (is, true); (go, true); (owe, unknown)"
697,CMU/enron-thread-159550.xml,"LU Factuality: I need to forecast the money today, so please let me know what you would like to do.","(would, true); (need, true); (let, true); (do, unknown); (like, unknown); (forecast, unknown)"
698,CMU/enron-thread-159550.xml,LU Factuality: FYI-I will be out of the office all next week.,"(be, true)"
699,CMU/enron-thread-159550.xml,LU Factuality: Thanks you so much for working on these as fast as you have - there was a priority in getting them out.,"(getting, true); (Thanks, true); (working, true); (was, true)"
700,CMU/enron-thread-159550.xml,"LU Factuality: However, as you know, the less cash outlay that we have right now the better.","(know, true); (outlay, true); (have, true); (better, true)"
701,CMU/enron-thread-159550.xml,LU Factuality: Lets wait and try to offset the amount we owe them with what they owe us - so I say wait until you get July and August done.,"(offset, true); (get, false); (wait, true); (done, false); (say, true); (owe, true); (wait, true); (owe, true); (try, true)"
702,CMU/enron-thread-159550.xml,LU Factuality: What do you think the time frame is on this?  ,"(think, unknown); (is, unknown)"
703,CMU/enron-thread-159550.xml,LU Factuality: And when would be the earliest that we would make the payment?,"(payment, false); (make, unknown); (be, unknown); (would, unknown); (would, unknown)"
704,CMU/enron-thread-159550.xml,"LU Factuality: Thanks,","(Thanks, unknown); (Thanks, unknown)"
705,CMU/enron-thread-159550.xml,"LU Factuality: Patti is the one with the details, I'm just the deal maker and don't have access to any of the systems.","(details, true); (is, true); (have, true); ('m, true)"
706,CMU/enron-thread-159550.xml,LU Factuality: All I know is what fixed priced baseload deals we have.,"(have, true); (is, true); (know, true)"
707,CMU/enron-thread-159550.xml,LU Factuality: I have no idea what flows.,"(have, true); (flows, true)"
708,CMU/enron-thread-159550.xml,LU Factuality: I hope Patti can help you soon.,"(help, unknown); (hope, true)"
709,CMU/enron-thread-159550.xml,LU Factuality: Let me know if you don't hear from her today.,"(hear, false); (Let, true)"
710,CMU/enron-thread-159550.xml,"LU Factuality: If I can get all of the information today, I can tell you this afternoon.","(information, true); (tell, true); (get, true)"
711,CMU/enron-thread-159550.xml,LU Factuality: It doesn't take long to create the calc sheets.,"(create, unknown); (take, true)"
712,CMU/enron-thread-159550.xml,LU Factuality: I understand from Janine that you or Patti can provide me with the detail that I need.,"(provide, true); (detail, true); (understand, true); (need, true)"
713,CMU/enron-thread-159550.xml,"LU Factuality: If necessary, I can come pick it up.","(necessary, false); (come, true)"
714,CMU/enron-thread-159550.xml,LU Factuality: I have sent Patti a list.,"(sent, true); (list, true)"
715,CMU/enron-thread-159550.xml,"LU Factuality: For payment, we have to forecast the money two days out.","(forecast, unknown); (payment, true); (have, true)"
716,CMU/enron-thread-159550.xml,"LU Factuality: So, if I know today, I can pay on Friday.","(pay, true); (know, true)"
717,CMU/enron-thread-159550.xml,LU Factuality: thats fine - we can't pay them anyway,"(pay, true); (s, true)"
718,CMU/enron-thread-159550.xml,LU Factuality: On payment...,"(payment, true)"
719,CMU/enron-thread-159550.xml,LU Factuality: We are now having to forecast five days out.,"(forecast, unknown); (having, true)"
720,CMU/enron-thread-159550.xml,"LU Factuality: If I don't know today, I cannot pay Pasadena until next Thursday.","(pay, true); (know, true)"
721,CMU/wsj_2465.xml,"LU Factuality: We don't know who is winning the drug war in Latin America, but we know who's losing it -- the press.","(winning, true); (know, true); (winning, true); (war, true); (know, true); (losing, true)"
722,CMU/wsj_2465.xml,"LU Factuality: Over the past six months, six journalists have been killed and 10 kidnapped by drug traffickers or leftist guerrillas -- who often are one and the same -- in Colombia.","(killed, true); (are, true); (kidnapped, true)"
723,CMU/wsj_2465.xml,"LU Factuality: Over the past 12 years, at least 40 journalists have died there.","(died, true)"
724,CMU/wsj_2465.xml,"LU Factuality: The attacks have intensified since the Colombian government began cracking down on the traffickers in August, trying to prevent their takeover of the country.","(intensified, true); (cracking, true); (began, true); (trying, true); (takeover, false); (prevent, unknown)"
725,CMU/wsj_2465.xml,"LU Factuality: The slaughter in Colombia was very much on the minds of 450 editors and publishers from Latin America, the United States, the Caribbean and Canada attending the 45th general assembly of the Inter-American Press Association in Monterrey, Mexico, this week.","(slaughter, true); (attending, true); (was, true); (assembly, true)"
726,CMU/wsj_2465.xml,"LU Factuality: On Tuesday the conference got word of another atrocity, the assassination in Medellin of two employees of El Espectador, Colombia's second-largest newspaper.","(conference, true); (atrocity, true); (got, true); (assassination, true)"
727,CMU/wsj_2465.xml,"LU Factuality: The paper's local administrator, Maria Luz Lopez, was shot dead, and her mother wounded, while her car was stopped for a red light.","(wounded, true); (stopped, true); (shot, true)"
728,CMU/wsj_2465.xml,LU Factuality: The drug lords who claimed responsibility said they would blow up the Bogota newspaper's offices if it continued to distribute in Medellin.,"(claimed, true); (said, true); (blow, true); (continued, false); (distribute, false)"
729,CMU/wsj_2465.xml,"LU Factuality: They bombed the Bogota offices last month, destroying its computer and causing $2.5 million in damage.","(bombed, true); (destroying, true); (causing, true); (damage, true)"
730,CMU/wsj_2465.xml,LU Factuality: El Espectador has been a special target because of the extraordinary courage of its publisher and his staff.,"(been, true); (courage, true)"
731,CMU/wsj_2465.xml,"LU Factuality: At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not cease our fight against drug trafficking.","(issued, true); (statement, true); (shaken, true); (murders, true); (saying, true); (trafficking, false); (fight, false); (cease, false)"
732,CMU/wsj_2465.xml,"LU Factuality: They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this war.""","(want, false); (been, false); (war, false)"
733,CMU/wsj_2465.xml,"LU Factuality: This comes from a man whose brother, Guillermo, was murdered in 1986.","(murdered, true); (comes, true)"
734,CMU/wsj_2465.xml,"LU Factuality: The publishers in Monterrey command no battalions, but they agreed to express their outrage with editorials in today's editions.","(command, true); (agreed, true); (outrage, false); (express, false); (editorials, false)"
735,CMU/wsj_2465.xml,LU Factuality: Many will use a common editorial.,"(editorial, true); (use, true)"
736,CMU/wsj_2465.xml,LU Factuality: A final statement yesterday said: ,"(said, true); (statement, true)"
737,CMU/wsj_2465.xml,"LU Factuality: ""While some advances are being made in nations throughout the hemisphere, the state of press freedom in the Americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination.""","(freedom, false); (must, false); (made, false); (state, false); (advances, false); (assassination, false); (death, false); (censorship, false); (are, false); (regarded, unknown)"
738,CMU/wsj_2465.xml,LU Factuality: The report charged that Panama's Manuel Noriega is not only in league with the drug traffickers but also is bullying the press as never before.,"(report, true); (charged, true); (bullying, false); (is, false)"
739,CMU/wsj_2465.xml,"LU Factuality: ""Noriega has closed every independent newspaper, radio and television station and arrested, tortured or forced into exile a long list of reporters,"" the statement declared.","(declared, true); (statement, true); (arrested, false); (closed, false); (forced, false); (tortured, false)"
740,CMU/wsj_2465.xml,"LU Factuality: It added: ""In Cuba, public enemy No. 1 of press freedoms in the hemisphere, repression of journalists both Cuban and foreign is worse than ever.""","(added, true); (is, false); (repression, false); (enemy, false); (freedoms, false)"
741,CMU/wsj_2465.xml,"LU Factuality: And in Nicaragua, promises of press freedom by the Sandinistas ""have not materialized.""","(materialized, false); (promises, false); (freedom, false)"
742,CMU/wsj_2465.xml,"LU Factuality: As it happens, the four countries cited, Colombia, Cuba, Panama and Nicaragua, are not only where the press is under greatest attack but also are linked by the drug trade and left-wing politics.","(linked, true); (attack, true); (are, true); (cited, true); (trade, true); (politics, true)"
743,CMU/wsj_2465.xml,LU Factuality: Noriega is close to Castro and may once have been his agent.,"(is, true); (may, true); (been, unknown)"
744,CMU/wsj_2465.xml,LU Factuality: Sandinistas Thomas Borge and the Ortega brothers are Castro proteges; he backed their takeover of Nicaragua.,"(are, true); (backed, true); (takeover, true)"
745,CMU/wsj_2465.xml,"LU Factuality: In Colombia, the drug-financed guerrillas trying to seize the country and destroy democracy include M-19, which Castro has clearly backed.","(trying, true); (include, true); (backed, true); (destroy, unknown); (seize, unknown)"
746,CMU/wsj_2465.xml,"LU Factuality: Robert Merkel, a former U.S. attorney handling drug indictments in Florida, doesn't think for a minute that Castro's much publicized trials of high officials engaged in the drug trade mean he has broken off with the Medellin drug cartel.","(think, true); (trials, true); (engaged, true); (trade, true); (handling, true); (indictments, true); (broken, true); (mean, true)"
747,CMU/wsj_2465.xml,"LU Factuality: ""If the cartel succeeds in blackmailing the Colombian authorities into negotiations, the cartel will be in control and Fidel can exploit his past relationships with them,"" he told the Journal's David Asman recently.","(told, true); (exploit, false); (succeeds, false); (relationships, false); (blackmailing, false); (negotiations, false); (be, false)"
748,CMU/wsj_2465.xml,LU Factuality: The struggle against the drug lords in Colombia will be a near thing.,"(struggle, true); (be, true)"
749,CMU/wsj_2465.xml,"LU Factuality: This week, the government arrested Jose Abello Silva, said to be the fourth-ranking cartel leader.","(said, true); (arrested, true); (be, false); (leader, false)"
750,CMU/wsj_2465.xml,LU Factuality: He will probably be extradited to the U.S. for trial under an extradition treaty President Virgilia Barco has revived.,"(revived, true); (extradited, false)"
751,CMU/wsj_2465.xml,"LU Factuality: Later, another high-ranking trafficker, Leonidas Vargas, was arrested and 1,000 pounds of dynamite seized.","(arrested, true); (seized, true)"
752,CMU/wsj_2465.xml,LU Factuality: Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.,"(refused, true); (aid, true); (accepted, true)"
753,CMU/wsj_2465.xml,"LU Factuality: President Bush has agreed to meet within 90 days with Mr. Barco, President Alan Garcia of Peru and President Jaime Paz Zamora of Bolivia to discuss the drug problem.","(problem, true); (agreed, true); (discuss, unknown); (meet, false)"
754,CMU/wsj_2465.xml,"LU Factuality: It might not be a bad idea to do that sooner, rather than later.","(do, true); (might, true); (be, unknown)"
755,CMU/wsj_2465.xml,"LU Factuality: After the Panama fiasco, they will need some reassurance.","(fiasco, true); (need, true); (reassurance, true)"
756,CMU/wsj_2465.xml,"LU Factuality: Certainly, the Colombian press is much in need of that.","(is, true)"
